Titulo,Autor,Resumen,Etiquetas,Advertencias,Enlace,Coleccion,Palabras,Capitulos,Kudos
"CodeName: Traitor","Odd_I","Peter never had a good track record with field trips, so when Mr. Harrington announced that the AcaDec team was going to Stark Industries he wasn't surprised. It was his Parker Luck. He just had to hope that nothing went wrong.—— Or ——“Dude, I can’t wait to see Flash’s face when he realizes you actually work with Mr. Stark!” Ned nudged him again, stars practically floating in his eyes. “He won’t find out, probably. I don’t even know any other interns. I don’t know how he’ll find out,” Peter sighed, his shoulders slumping. As much as he didn’t particularly want attention from him, it sucked that he was still thought of as a liar. But, he also didn’t really want his teammates to find out how close he was to Mr. Stark. That was only a few conclusions away from figuring out that he is Spider-Man.  Ned looked equally disappointed but dropped it. “Well… it’ll still be fun, right?”  “Right!”","Spider-Man - All Media Types, Spider-Man (Tom Holland Movies), Iron Man (Movies), Marvel Cinematic Universe, The Avengers (Marvel Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, Ned Leeds & Peter Parker, Michelle Jones & Ned Leeds & Peter Parker, Michelle Jones & Peter Parker, Flash Thompson, Peter Parker, Betty Brant, Michelle Jones, Ned Leeds, Tony Stark, Mr. Harrington, Mentioned Pepper Potts, Flash Thompson Being a Jerk, Flash Thompson Redemption","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/28443333","spiderman_fics__1","10,246","1/1","5,905"
"Aliens, Hammers, and Making a Memorable First Impression","Marvel_Fangirl","""Wow, dude, this thing is awesome. Does it generate its own electricity?"" Peter flipped the hammer once in the air and caught it, watching in amazement as sparks danced over it. ""Like, I know you're the god of thunder, but I didn't know your hammer had magic powers too! That is so cool. I want one. Like, I won't get it, obviously, 'cause I don't want to steal your thunder—no pun intended.”He grinned at his totally-intended pun, but Thor didn't react. Not even a twitch of the lips.“Okay, yeah, that was a dumb joke,” Peter admitted. “Sorry. Here's your hammer, Mr. Thor.” He held out the weapon to its rightful owner.Thor just stared. (Peter Parker meets Thor for the first time. It does not go as expected.)","Spider-Man - All Media Types, Spider-Man (Tom Holland Movies), Marvel Cinematic Universe, The Avengers (Marvel Movies), No Archive Warnings Apply, Peter Parker & Avengers Team, Peter Parker & Thor, Peter Parker & Tony Stark, Peter Parker, Thor (Marvel), Tony Stark, Steve Rogers, Natasha Romanov (Marvel), Clint Barton, James ""Rhodey"" Rhodes, Bruce Banner, Sam Wilson (Marvel), I might be forgetting some, Peter Parker is Worthy, Peter Parker Can Wield Mjolnir","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/28158168","spiderman_fics__1","5,220","1/1","30,712"
"Just gonna let em hate","StarryKitty013","It’s not like anything changed much.Peter is usually great brushing off all the shit everyone gives him for being himself. It usually doesn’t matter what they think; what anyone thinks really.So why is it getting so hard for him to do that recently?","Spider-Man - All Media Types, Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man: Homecoming (2017), Graphic Depictions Of Violence, Rape/Non-Con, Underage Sex, Peter Parker & Natasha Romonov & James ""Bucky"" Barnes, Peter Parker & Natasha Romanov, James ""Bucky"" Barnes & Peter Parker, James ""Bucky"" Barnes/Natasha Romanov, Peter Parker & Avengers Team, Peter Parker & Tony Stark, Harley Keener & Peter Parker, Wanda Maximoff & Peter Parker, Peter Parker & Wade Wilson, Matt Murdock & Peter Parker & Wade Wilson, Matt Murdock & Peter Parker, Michelle Jones & Ned Leeds & Peter Parker, Peter Parker","Graphic Depictions Of Violence, Rape/Non-Con, Underage SexGraphic Depictions Of ViolenceRape/Non-ConUnderage Sex","https://archiveofourown.org/collections/spiderman_fics__1/works/18502681","spiderman_fics__1","367,672","18/18","10,307"
"Atlas","polaroid15","Peter and Tony are kidnapped by a psychopath with a particular interest in Greek mythology. Good thing Peter is used to holding up the weight of the world on his shoulders.","Spider-Man (Tom Holland Movies), Spider-Man - All Media Types, No Archive Warnings Apply, Peter Parker & Tony Stark, Pepper Potts/Tony Stark, Peter Parker, Tony Stark, Pepper Potts, Hurt/Comfort, Hurt Peter Parker, Kidnapped Tony Stark, Kidnapped Peter Parker, Protective Tony Stark, Protective Peter Parker, Irondad, Tony Stark is a Good Dad, Peter Parker Whump, Peter Parker Needs a Hug, Broken Bones, Family Feels","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/27922039","spiderman_fics__1","5,704","1/1","1,017"
"When You Assume Wrong","TentativeTreason","Tony is hiding something. The Avengers notice the little discrepancies in Tony’s behaviour, and they eventually come to the only conclusion they can think of: Tony is having an affair.****(i.e. Tony Stark and May Parker co-parent Peter and somehow the Avengers translate this into him cheating on Pepper)","Marvel Cinematic Universe, The Avengers (Marvel) - All Media Types, Spider-Man - All Media Types, Iron Man (Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, May Parker (Spider-Man) & Peter Parker & Tony Stark, May Parker (Spider-Man) & Tony Stark, Tony Stark & Avengers Team, Peter Parker & Avengers Team, Peter Parker, May Parker (Spider-Man), Tony Stark, Clint Barton, Natasha Romanov (Marvel), Steve Rogers, Sam Wilson (Marvel), Avengers Team (MCU), James ""Rhodey"" Rhodes, Happy Hogan","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/21446797","spiderman_fics__1","14,419","3/3","13,827"
"Silence is Always Too Much to Ask","patrochilles_trash","He was just finishing the formulas and designs that would allow him to carry more web fluid in his canisters when he picked up on the tell-tale sound of the elevator coming up the shaft, and he felt his stomach fall to his feet. Not good. Moments before the doors slid open, he quickly muted himself and turned his camera feed off and prayed that he was on the last page of students and that Mrs. Warren wouldn’t realize before he could tell whoever it was to fuck off.
  OR
Peter is getting sick of online high school, and needed to sit somewhere other than his bedroom. Either FRIDAY lied or he was just really unlucky. Tony, Sam, Bucky, and Clint shenanigans happen.","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man - All Media Types, Spider-Man (Tom Holland Movies), Creator Chose Not To Use Archive Warnings, Peter Parker & Tony Stark, Peter Parker & Bucky Barnes, Peter Parker & Avengers Team, Peter Parker, Tony Stark, James ""Bucky"" Barnes, Sam Wilson (Marvel), Clint Barton, Monica Warren, Tony Stark Acting as Peter Parker's Parental Figure, IronDad and SpiderSon, Zoom - Freeform, Fluff, SO MUCH FLUFF, Everything is Beautiful and Nothing Hurts","Choose Not To Use Archive WarningsCreator Chose Not To Use Archive Warnings","https://archiveofourown.org/collections/spiderman_fics__1/works/27791953","spiderman_fics__1","2,002","1/1","8,866"
"A Lesson in Self-Defense","patrochilles_trash","“Dude, I don’t see the big deal. It’s just some lame self-defense lecture. You could do this stuff in your sleep,” Ned whispered. He couldn’t figure out why Peter was freaking out so much. “That’s the problem! I can do this stuff in my sleep,” Peter hissed, resisting the urge to flail his arms in despondence. “So, why-““Because I can’t just turn it off, Ned!” He winced when a few people in front of them turned to see what all the noise was about. 
  OR

  Midtown calls in a self defense instructor, and Peter has a bad feeling.","The Avengers (Marvel Movies), Marvel Cinematic Universe, Spider-Man (Tom Holland Movies), Spider-Man - All Media Types, No Archive Warnings Apply, Peter Parker & Tony Stark, Peter Parker, Tony Stark, Ned Leeds, Original Male Character(s), Flash Thompson, Tony Stark Acting as Peter Parker's Parental Figure, Irondad, spiderson, BAMF Peter Parker, Identity Reveal, i hate the ending but oh well, Fluff, peter parker is very strong, peter parker is done with everyone's shit","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/27518065","spiderman_fics__1","3,384","1/1","10,210"
"way back home","patrochilles_trash","“I didn’t bring the suit,” his stomach dropped to his feet, “Ned, I didn’t bring the suit. It’s still being repaired from the last mission.”Ned visibly swallowed. “You think you’re going to need it?”“Something is out there, and-““Alright, guys. It looks like we’re experiencing a bit of mechanical failure. I’m trying to get someone on the phone to help, but in the meantime, let’s all hop off and stretch our legs a little, yeah?” Harrington announced over the confused chatter.The teens stood up and started filing off the bus, and Peter hoped that it whatever was out there took no interest in a bunch of nerdy teenagers.","Spider-Man - All Media Types, The Avengers (Marvel Movies), Marvel Cinematic Universe, Spider-Man (Tom Holland Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, Peter Parker & Avengers Team, Peter Parker, Tony Stark, Steve Rogers, Bucky Barnes, Ned Leeds, Michelle Jones, Flash Thompson, Roger Harrington, Natasha Romanov (Marvel), Avengers Team (MCU), This Isn't My Best Work, sorry - Freeform, i'm actually not a huge fan","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/27394258","spiderman_fics__1","3,229","1/1","3,559"
"Revelations","patrochilles_trash","“No. No way. I can’t go to your meetings without you. I wouldn’t even know what to say,” Peter said, vehemently shaking his head. “Yes, you can, and you will if you want out of this field trip. You have seen Pepper and I work enough board rooms and investors to know what to do. Besides, if everything goes to Hell, we’ll smooth things over when we get back.” Peter and Harley shifted uncomfortably. “You sure this is a good idea, Tony?” Harley asked. “I mean, I guess we’ll find out,” he shrugged.","The Avengers (Marvel Movies), Marvel Cinematic Universe, Spider-Man - All Media Types, Creator Chose Not To Use Archive Warnings, Peter Parker/Harley Keener, Peter Parker, Harley Keener, Ned Leeds, Michelle Jones, Flash Thompson, Tony Stark, Pepper Potts, The Avengers - Character, another field trip fic wowo, this one is a little different maybe, i think, Tony Stark Acting as Peter Parker's Parental Figure, BAMF Peter Parker, Identity Reveal, Precious Peter Parker","Choose Not To Use Archive WarningsCreator Chose Not To Use Archive Warnings","https://archiveofourown.org/collections/spiderman_fics__1/works/27197258","spiderman_fics__1","12,008","2/2","7,361"
"5 Times Someone at Midtown Realized Peter was Stronger Than He Seems","Nexas_Hart","+1 Time They Realized Where His Strength Really Comes From","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man (Tom Holland Movies), No Archive Warnings Apply, Principal Morita & Peter Parker, Betty Brant & Peter Parker, Betty Brant & Michelle Jones, Ned Leeds & Peter Parker, Happy Hogan & Peter Parker, Abe Brown & Peter Parker, Cindy Moon & Peter Parker, Michelle Jones & Peter Parker, Peter Parker & Flash Thompson, Sally Avril & Peter Parker, Sally Avril & Cindy Moon, Happy Hogan & Abe Brown, Peter Parker & Andre ""Coach"" Wilson, Peter Parker & Original Character(s), Peter Parker & Original Male Character(s), Peter Parker & James ""Rhodey"" Rhodes","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/26819611","spiderman_fics__1","9,911","7/7","6,729"
"Stab Me in the Back (I'll Catch You From Behind)","Lansfics7","""I am going to find Tony,"" the man hisses in Peter's ear, his gaze cold and cruel. ""And when I do, I will kill him, slowly. What do you say to that-"" The man stops short because Peter's shoulders are shaking, and before he can curl his lip in victory, he hears a snicker. When he lets go of Peter's hair, the teen's head slumps to his chest, but it's not out of exhaustion or defeat...it's to hide a smile.The boy lets out a laugh, shaking his head before glancing to the sides admitting apologetically, ""I'm sorry, I'm so sorry, it's just- it is so fun to mess with you!"" He looks around before snorting, ""Tony Stark? That's your play? You're not screwing with me, right? You actually thought that would work? Sorry guys."" Peter straightens in his chair with a sneer and a cocky wink, ""Tony doesn't give a flying crap about me."" In other words.... Peter is kidnapped and his captors think they can hold Tony against him. But they don't know what's happened in the past couple months.","Marvel Cinematic Universe, Graphic Depictions Of Violence, Major Character Death, Pepper Potts/Tony Stark, Peter Parker & Tony Stark, Peter Parker, Tony Stark, Pepper Potts, Hydra - Character, Ned Leeds, Michelle Jones, Steve Rogers, James ""Rhodey"" Rhodes, James ""Bucky"" Barnes, Sam Wilson, Vision (Marvel), Wanda Maximoff, Natasha Romanov (Marvel), Avengers Team (MCU), Flash Thompson","Graphic Depictions Of Violence, Major Character DeathGraphic Depictions Of ViolenceMajor Character Death","https://archiveofourown.org/collections/spiderman_fics__1/works/24465817","spiderman_fics__1","296,361","26/26","4,214"
"5 Times Midtown Staff Realized Peter Knew an Avenger","Nexas_Hart","+1 Time the Entire World Found Out","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man (Tom Holland Movies), No Archive Warnings Apply, May Parker (Spider-Man) & Peter Parker, Peter Parker & Pepper Potts, May Parker (Spider-Man) & Pepper Potts, Helen Cho & Peter Parker, Peter Parker & Avengers Team, Happy Hogan & May Parker (Spider-Man), Peter Parker & Original Character(s), Peter Parker & Original Female Character(s), Peter Parker & Original Male Character(s), Bruce Banner & Peter Parker, Peter Parker & Tony Stark, Bruce Banner & Roger Harrington, Peter Parker & Sam Wilson, Andre ""Coach"" Wilson & Sam Wilson, Michelle Jones/Peter Parker, Jane Foster & Darcy Lewis","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/26571232","spiderman_fics__1","7,050","6/6","6,136"
"Wake up and smell the coffee","Bergen","The Avengers find themselves in need of Spider-Man’s help to improve their reputation. Peter Parker, however, doesn't exactly have the best reputation: he has been dabbling in a life of crime.Tony really doesn't care about picking up after some degenerate teen.Peter really doesn't care about some dumb adults telling him what to do.And nothing will ever, ever change their minds.","Marvel Cinematic Universe, Spider-Man (Tom Holland Movies), Creator Chose Not To Use Archive Warnings, Pepper Potts/Tony Stark, Peter Parker & Tony Stark, Peter Parker & Pepper Potts, Peter Parker & James ""Rhodey"" Rhodes, Peter Parker, Tony Stark, Pepper Potts, James ""Rhodey"" Rhodes, Nick Fury, Avengers Team (MCU), Tony Stark Has a Heart, Tony Stark Acting as Peter Parker's Parental Figure, Peter Parker is a Little Shit, (and I mean really), Peter Parker Needs a Hug, Civil War references but no actual Civil War, SHIELD still exists","Choose Not To Use Archive WarningsCreator Chose Not To Use Archive Warnings","https://archiveofourown.org/collections/spiderman_fics__1/works/26193922","spiderman_fics__1","49,153","10/10","7,319"
"Should’ve Stuck with Bed, Bath & Beyond","whumphoarder","Having recently quit a high-stress job at the local ER, Patrick Carmichael—the rookie nurse at Midtown School of Science and Technology—is ready to settle into a nice quiet life of handing out band-aids and ice packs and collecting students’ mandatory sports physical forms.Unfortunately, he's about to meet Peter Parker.","Spider-Man (Tom Holland Movies), The Avengers (Marvel Movies), Marvel Cinematic Universe, No Archive Warnings Apply, Ned Leeds & Peter Parker, Ned Leeds & Peter Parker & Original Character(s), Peter Parker & Tony Stark, Peter Parker, Ned Leeds, Roger Harrington, Original Characters, Tony Stark, Midtown (Ensemble), Happy Hogan, Patrick Carmichael, POV Outsider, Sick Peter Parker, Fainting, Infection, School","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/26545111","spiderman_fics__1","4,655","1/1","4,218"
"here we go again","graveltotempo","""According to Dante and a lot of Christians there are nine circles of hell: limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery.Peter Parker was pretty sure he had now ended up in the secret tenth circle of hell, the one created specifically for him: embarrassment.Because what other possible explanation would there be for his terminal case of foot in the mouth disease? What other way to excuse the fact that he always ended up saying the wrong thing at the wrong time?Why else would he be going on a school trip to Stark Tower?""or:
  Tale as old time: Peter Parker's science class goes on a school trip to Stark Industries. 

  It goes as well as you'd expect.","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man (Tom Holland Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, Peter Parker & Avengers Team, Peter Parker, Ned Leeds, Michelle Jones, Flash Thompson, Tony Stark, Pepper Potts, Loki (Marvel), Stephen Strange, James ""Bucky"" Barnes, James ""Rhodey"" Rhodes, Thor (Marvel), Carol Danvers, Hope Van Dyne, Harley Keener","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/26146237","spiderman_fics__1","13,565","1/1","10,886"
"Not the Only One","LearnedFoot","“So, uh, are you guys like an official team?” Peter finally asks. “The Avengers but off the grid?”“No,” Luke replies, at the same moment Danny says, “Kind of.”","Marvel Cinematic Universe, The Defenders (Marvel TV), Spider-Man - All Media Types, Jessica Jones (TV), Daredevil (TV), No Archive Warnings Apply, Peter Parker & The Defenders, Jessica Jones & Peter Parker, Matt Murdock & Peter Parker, Peter Parker, Jessica Jones, Matt Murdock, Luke Cage, Danny Rand, Developing Friendships, Families of Choice, Banter, Mission Fic, Undercover, Cults","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/25704277","spiderman_fics__1","2,485","1/1","1,659"
"The Dangers of Sleeping on the Upside of the Bed","Honorable_mention","Midtown High School’s Academic Decathlon team had moved online. Once a week, even during the summer, everyone would log on and chat for a few minutes before trying to beat each other on Protobowl while hurling barely school appropriate threats at each other. It was really quite a lot of fun.Through these online meetings Cindy Moon had gotten the opportunity to intimately learn about her teammates in a way she hadn’t been able to when they were in-person. A person’s room and the way they talked to their family told you a lot about them.In which the members of the Academic Decathlon team get the chance to meet Peter's roommates","Spider-Man (Tom Holland Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, Peter Parker, Cindy Moon, Michelle Jones, Tony Stark, Abe Brown, Flash Thompson, Academic Decathlon Team (Spider-Man: Homecoming), Quarantine, POV Outsider, Identity Reveal, Kinda, Zoom - Freeform, Fluff, COVID-19, Coronavirus, Michelle Jones Is a Good Bro","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/25910728","spiderman_fics__1","1,102","1/1","6,329"
"Down the Waterspout","Mockingone","Peter Parker hightails out of the particle collider with Miles Morales tucked under his arm. Or: Spider-Man lives, and the consequences thereafter.","Spider-Man: Into the Spider-Verse (2018), Spider-Man - All Media Types, No Archive Warnings Apply, Miles Morales & Peter B. Parker, Miles Morales & Gwen Stacy, Miles Morales & Peter B. Parker & Gwen Stacy, Peter B. Parker & RIPeter, RIPeter & Miles Morales, Jefferson Davis & Miles Morales, RIPeter Parker & Jefferson Davis, Aaron Davis & Miles Morales, Miles Morales, Peter B. Parker, Ripeter Parker, Gwen Stacy, Jefferson Davis (Marvel), The Rest of the Spider-Gang, Aaron Davis (Marvel), Alternate Universe - Canon Divergence, RIPeter Lives!","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/24757915","spiderman_fics__1","34,007","9/9","6,517"
"He's My Kid","jennylarner","“Rhodey.” Tony’s voice breaks. “Rhodey they took my kid.”There are tears on Rhodey’s cheeks. “I know Tony, I know.” He whispers, his own voice trembling with the effort of staying calm. He had to stay calm, for Tony. “But we’re going to get him back.” He placed a hand over the phone. Tony stares down at it. “Do you want me to do it?”Tony shakes his head. “No.” He murmurs. “No. I need to do it.”... When Peter goes missing and Tony can't find him, he knows who he needs to call. Post-Civil War. Eventual reunion of Tony and the Rogues.","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man (Tom Holland Movies), No Archive Warnings Apply, Peter Parker & Tony Stark, Pepper Potts/Tony Stark, Tony Stark, Peter Parker, Pepper Potts, James ""Rhodey"" Rhodes, Happy Hogan, Steve Rogers, Natasha Romanov (Marvel), Sam Wilson (Marvel), Wanda Maximoff, Vision (Marvel), Clint Barton, Tony Stark Acting as Peter Parker's Parental Figure, Kidnapped Peter Parker, Protective Tony Stark","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/25690690","spiderman_fics__1","10,479","1/1","5,068"
"Christmas in July","ellyerin","Tony has a global crisis to solve, and that means calling in all the Avengers. Only problem is they aren't exactly on speaking terms. Oh, and, he forgot to cancel lab time with Peter. To be fair though, he wasn't expecting Peter to walk into the tower, Christmas tree in hands, in the middle of July.","Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man (Tom Holland Movies), The Avengers (Marvel) - All Media Types, No Archive Warnings Apply, Peter Parker & Tony Stark, Peter Parker & James ""Rhodey"" Rhodes, Steve Rogers & Tony Stark, Peter Parker & Avengers Team, Tony Stark & Avengers Team, Peter Parker, Tony Stark, Happy Hogan, Steve Rogers, Natasha Romanov (Marvel), Clint Barton, Bruce Banner, Thor (Marvel), James ""Rhodey"" Rhodes, Avengers Team (MCU)","No Archive Warnings ApplyNo Archive Warnings Apply","https://archiveofourown.org/collections/spiderman_fics__1/works/25662325","spiderman_fics__1","5,236","1/1","6,953"
